ts,latitude,longitude
1728053904000000000,52.356099,4.8675235
1728053905000000000,52.3560981,4.8675225
1728053906000000000,52.3560975,4.867521
1728053907000000000,52.3560967,4.8675198
1728053908000000000,52.3560957,4.8675185
1728053909000000000,52.3560946,4.8675169
1728053910000000000,52.3560938,4.8675156
1728053911000000000,52.3560929,4.8675142
1728053912000000000,52.3560923,4.8675133
1728053913000000000,52.3560918,4.8675119
1728053914000000000,52.3560908,4.8675102
1728053915000000000,52.3560904,4.867509
1728053916000000000,52.3560904,4.8675078
1728053917000000000,52.3560901,4.8675063
1728053918000000000,52.3560894,4.8675058
1728053919000000000,52.3560886,4.8675054
1728053920000000000,52.3560876,4.8675047
1728053921000000000,52.3560865,4.8675036
1728053922000000000,52.3560857,4.867502
1728053923000000000,52.3560856,4.8674998
1728053924000000000,52.3560835,4.8674982
1728053925000000000,52.3560836,4.8674966
1728053926000000000,52.3560845,4.867495
1728053927000000000,52.3560855,4.8674932
1728053928000000000,52.3560852,4.8674884
1728053929000000000,52.3560854,4.8674835
1728053930000000000,52.3560823,4.8674766
1728053931000000000,52.3560804,4.8674675
1728053932000000000,52.3560799,4.8674644
1728053933000000000,52.35608,4.8674617
1728053934000000000,52.3560769,4.8674612
1728053935000000000,52.3560669,4.8674638
1728053936000000000,52.3560496,4.8674694
1728053937000000000,52.3560342,4.8674819
1728053938000000000,52.356019,4.8674997
1728053939000000000,52.3560048,4.8675233
1728053940000000000,52.3559914,4.8675462
1728053941000000000,52.3559768,4.867569
1728053942000000000,52.3559696,4.8676031
1728053943000000000,52.3559495,4.8676258
1728053944000000000,52.3559294,4.8676515
1728053945000000000,52.3559116,4.8676829
1728053946000000000,52.3559076,4.8677226
1728053947000000000,52.3559127,4.8677653
1728053948000000000,52.3559221,4.8678079
1728053949000000000,52.355934,4.8678536
1728053950000000000,52.3559478,4.8679008
1728053951000000000,52.3559612,4.8679501
1728053952000000000,52.355973,4.8679982
1728053953000000000,52.3559865,4.8680452
1728053954000000000,52.3560027,4.8680892
1728053955000000000,52.3560186,4.8681334
1728053956000000000,52.3560339,4.8681787
1728053957000000000,52.3560485,4.8682265
1728053958000000000,52.3560623,4.8682771
1728053959000000000,52.3560747,4.8683282
1728053960000000000,52.3560891,4.8683792
1728053961000000000,52.3561031,4.8684322
1728053962000000000,52.3561192,4.8684817
1728053963000000000,52.3561369,4.8685357
1728053964000000000,52.3561523,4.868589
1728053965000000000,52.3561666,4.8686464
1728053966000000000,52.3561799,4.8687013
1728053967000000000,52.3561964,4.8687565
1728053968000000000,52.3562144,4.8688121
1728053969000000000,52.3562326,4.8688692
1728053970000000000,52.3562482,4.8689289
1728053971000000000,52.3562605,4.8689859
1728053972000000000,52.3562758,4.8690467
1728053973000000000,52.3562918,4.8691054
1728053974000000000,52.3563076,4.8691606
1728053975000000000,52.3563229,4.8692161
1728053976000000000,52.3563368,4.869269
1728053977000000000,52.3563505,4.8693209
1728053978000000000,52.3563653,4.8693701
1728053979000000000,52.3563765,4.869422
1728053980000000000,52.356391,4.869474
1728053981000000000,52.3564074,4.8695308
1728053982000000000,52.3564263,4.8695897
1728053983000000000,52.3564423,4.8696461
1728053984000000000,52.3564593,4.8696991
1728053985000000000,52.3564759,4.8697517
1728053986000000000,52.3564933,4.8698077
1728053987000000000,52.3565104,4.8698663
1728053988000000000,52.3565269,4.8699209
1728053989000000000,52.3565422,4.869979
1728053990000000000,52.3565613,4.8700398
1728053991000000000,52.3565739,4.8700957
1728053992000000000,52.3565922,4.8701548
1728053993000000000,52.356608,4.8702109
1728053994000000000,52.3566242,4.8702627
1728053995000000000,52.356643,4.8703114
1728053996000000000,52.3566634,4.8703564
1728053997000000000,52.3566821,4.8704023
1728053998000000000,52.3567006,4.8704519
1728053999000000000,52.35672,4.8705052
1728054000000000000,52.3567418,4.8705613
1728054001000000000,52.3567618,4.8706143
1728054002000000000,52.3567839,4.8706683
1728054003000000000,52.3568064,4.8707234
1728054004000000000,52.3568242,4.8707788
1728054005000000000,52.3568413,4.8708343
1728054006000000000,52.3568606,4.8708922
1728054007000000000,52.3568808,4.8709488
1728054008000000000,52.3569013,4.8710011
1728054009000000000,52.3569213,4.8710533
1728054010000000000,52.3569411,4.8711053
1728054011000000000,52.3569604,4.8711583
1728054012000000000,52.3569783,4.8712093
1728054013000000000,52.3569979,4.8712631
1728054014000000000,52.357021,4.8713157
1728054015000000000,52.3570389,4.87137
1728054016000000000,52.3570546,4.8714285
1728054017000000000,52.35707,4.871488
1728054018000000000,52.3570865,4.8715427
1728054019000000000,52.3571059,4.8715926
1728054020000000000,52.3571302,4.8716353
1728054021000000000,52.3571677,4.8716738
1728054022000000000,52.3572054,4.8716878
1728054023000000000,52.3572426,4.8716922
1728054024000000000,52.3572795,4.8716919
1728054025000000000,52.3573136,4.8716886
1728054026000000000,52.3573494,4.8716884
1728054027000000000,52.3573827,4.8716936
1728054028000000000,52.3574168,4.8717107
1728054029000000000,52.3574487,4.8717347
1728054030000000000,52.3574777,4.8717663
1728054031000000000,52.3575027,4.8718041
1728054032000000000,52.3575257,4.8718494
1728054033000000000,52.3575428,4.8718961
1728054034000000000,52.357551,4.8719469
1728054035000000000,52.3575546,4.872004
1728054036000000000,52.3575524,4.8720622
1728054037000000000,52.3575502,4.8721197
1728054038000000000,52.357545,4.8721773
1728054039000000000,52.3575314,4.8722299
1728054040000000000,52.3575115,4.8722772
1728054041000000000,52.3574889,4.8723224
1728054042000000000,52.3574661,4.8723653
1728054043000000000,52.3574451,4.8724096
1728054044000000000,52.3574264,4.8724534
1728054045000000000,52.3574058,4.8724968
1728054046000000000,52.3573899,4.8725479
1728054047000000000,52.3573868,4.8726069
1728054048000000000,52.3573907,4.872664
1728054049000000000,52.3573982,4.8727215
1728054050000000000,52.3574103,4.8727807
1728054051000000000,52.357424,4.8728372
1728054052000000000,52.3574339,4.8728922
1728054053000000000,52.3574442,4.8729486
1728054054000000000,52.3574565,4.8730033
1728054055000000000,52.3574686,4.8730587
1728054056000000000,52.3574792,4.8731149
1728054057000000000,52.3574914,4.8731722
1728054058000000000,52.357501,4.8732296
1728054059000000000,52.3575109,4.8732881
1728054060000000000,52.3575186,4.8733457
1728054061000000000,52.3575272,4.8734033
1728054062000000000,52.3575346,4.8734599
1728054063000000000,52.3575449,4.8735148
1728054064000000000,52.3575551,4.8735681
1728054065000000000,52.3575632,4.8736231
1728054066000000000,52.3575708,4.8736758
1728054067000000000,52.3575781,4.8737363
1728054068000000000,52.3575854,4.8737962
1728054069000000000,52.3575906,4.8738545
1728054070000000000,52.3575994,4.8739138
1728054071000000000,52.3576054,4.873968
1728054072000000000,52.3576099,4.8740237
1728054073000000000,52.3576145,4.8740803
1728054074000000000,52.3576233,4.8741376
1728054075000000000,52.3576347,4.8741935
1728054076000000000,52.3576482,4.8742459
1728054077000000000,52.3576646,4.8742991
1728054078000000000,52.357678,4.8743533
1728054079000000000,52.3576888,4.8744086
1728054080000000000,52.3576996,4.8744636
1728054081000000000,52.3577088,4.8745115
1728054082000000000,52.3577203,4.8745539
1728054083000000000,52.3577333,4.8745942
1728054084000000000,52.3577488,4.8746381
1728054085000000000,52.357764,4.8746865
1728054086000000000,52.3577782,4.8747391
1728054087000000000,52.357791,4.8747938
1728054088000000000,52.3578066,4.8748496
1728054089000000000,52.3578221,4.8749068
1728054090000000000,52.357837,4.8749674
1728054091000000000,52.3578506,4.8750274
1728054092000000000,52.3578634,4.8750872
1728054093000000000,52.3578787,4.875144
1728054094000000000,52.3578937,4.8752036
1728054095000000000,52.3579069,4.8752626
1728054096000000000,52.3579211,4.8753219
1728054097000000000,52.3579349,4.8753799
1728054098000000000,52.3579514,4.875437
1728054099000000000,52.3579663,4.8754939
1728054100000000000,52.3579811,4.8755527
1728054101000000000,52.3579951,4.8756123
1728054102000000000,52.3580096,4.8756712
1728054103000000000,52.3580244,4.8757285
1728054104000000000,52.3580373,4.8757849
1728054105000000000,52.3580507,4.8758413
1728054106000000000,52.3580627,4.8758989
1728054107000000000,52.3580756,4.8759579
1728054108000000000,52.3580886,4.8760152
1728054109000000000,52.3581019,4.8760705
1728054110000000000,52.358116,4.8761245
1728054111000000000,52.3581281,4.8761758
1728054112000000000,52.3581362,4.8762188
1728054113000000000,52.3581453,4.876253
1728054114000000000,52.358153,4.876279
1728054115000000000,52.358163,4.8763074
1728054116000000000,52.3581738,4.8763436
1728054117000000000,52.3581892,4.8763846
1728054118000000000,52.3582013,4.8764307
1728054119000000000,52.3582162,4.8764807
1728054120000000000,52.3582324,4.8765304
1728054121000000000,52.3582486,4.8765825
1728054122000000000,52.3582638,4.8766369
1728054123000000000,52.3582794,4.8766902
1728054124000000000,52.3582939,4.8767448
1728054125000000000,52.3583082,4.8768
1728054126000000000,52.3583239,4.8768558
1728054127000000000,52.358339,4.8769105
1728054128000000000,52.3583541,4.8769657
1728054129000000000,52.3583669,4.87702
1728054130000000000,52.3583788,4.8770745
1728054131000000000,52.3583897,4.8771261
1728054132000000000,52.358404,4.8771751
1728054133000000000,52.3584161,4.877223
1728054134000000000,52.3584258,4.8772697
1728054135000000000,52.3584344,4.877315
1728054136000000000,52.3584448,4.8773578
1728054137000000000,52.358462,4.8773786
1728054138000000000,52.3584748,4.8773827
1728054139000000000,52.3584862,4.8773594
1728054140000000000,52.3584856,4.8773283
1728054141000000000,52.3584715,4.8773033
1728054142000000000,52.3584586,4.8772657
1728054143000000000,52.3584412,4.8772258
1728054144000000000,52.358426,4.8771878
1728054145000000000,52.3584166,4.8771446
1728054146000000000,52.3584053,4.8770983
1728054147000000000,52.3583917,4.8770513
1728054148000000000,52.3583855,4.8770047
1728054149000000000,52.3583722,4.8769551
1728054150000000000,52.3583593,4.8769035
1728054151000000000,52.35835,4.8768474
1728054152000000000,52.3583355,4.8767913
1728054153000000000,52.3583218,4.8767396
1728054154000000000,52.3583116,4.8766896
1728054155000000000,52.3583004,4.8766383
1728054156000000000,52.3582879,4.8765836
1728054157000000000,52.3582771,4.8765296
1728054158000000000,52.3582665,4.8764758
1728054159000000000,52.3582542,4.8764198
1728054160000000000,52.3582365,4.8763647
1728054161000000000,52.3582188,4.8763072
1728054162000000000,52.3582063,4.8762491
1728054163000000000,52.3581959,4.8761941
1728054164000000000,52.3581815,4.876139
1728054165000000000,52.3581652,4.8760842
1728054166000000000,52.3581538,4.8760274
1728054167000000000,52.3581439,4.8759709
1728054168000000000,52.3581311,4.8759156
1728054169000000000,52.3581174,4.8758595
1728054170000000000,52.3580973,4.875802
1728054171000000000,52.3580862,4.8757487
1728054172000000000,52.3580748,4.8756941
1728054173000000000,52.3580743,4.8756438
1728054174000000000,52.3580846,4.8756062
1728054175000000000,52.3580984,4.8755749
1728054176000000000,52.3581226,4.8755482
1728054177000000000,52.3581529,4.875523
1728054178000000000,52.3581834,4.8755005
1728054179000000000,52.3582147,4.8754798
1728054180000000000,52.3582469,4.8754584
1728054181000000000,52.358278,4.875434
1728054182000000000,52.358311,4.8754145
1728054183000000000,52.3583441,4.8753911
1728054184000000000,52.3583731,4.8753634
1728054185000000000,52.3583956,4.8753267
1728054186000000000,52.3584076,4.8752786
1728054187000000000,52.3584065,4.8752269
1728054188000000000,52.3583992,4.8751728
1728054189000000000,52.3583903,4.875112
1728054190000000000,52.3583798,4.8750599
1728054191000000000,52.3583625,4.8750094
1728054192000000000,52.3583507,4.8749646
1728054193000000000,52.3583382,4.8749155
1728054194000000000,52.3583284,4.8748655
1728054195000000000,52.3583192,4.8748139
1728054196000000000,52.3583065,4.87476
1728054197000000000,52.3582951,4.8747103
1728054198000000000,52.3582842,4.8746603
1728054199000000000,52.3582727,4.8746063
1728054200000000000,52.3582656,4.8745495
1728054201000000000,52.358255,4.8744886
1728054202000000000,52.358245,4.8744324
1728054203000000000,52.3582365,4.8743553
1728054204000000000,52.3582229,4.8742978
1728054205000000000,52.3582194,4.8742516
1728054206000000000,52.3582097,4.8742025
1728054207000000000,52.3581903,4.8741502
1728054208000000000,52.3581633,4.874101
1728054209000000000,52.3581276,4.8740581
1728054210000000000,52.3580888,4.8740367
1728054211000000000,52.3580518,4.8740389
1728054212000000000,52.3580152,4.874054
1728054213000000000,52.357979,4.8740735
1728054214000000000,52.3579448,4.8740971
1728054215000000000,52.3579089,4.8741199
1728054216000000000,52.3578748,4.8741412
1728054217000000000,52.3578393,4.8741596
1728054218000000000,52.3578078,4.8741758
1728054219000000000,52.3577848,4.8741903
1728054220000000000,52.3577667,4.8741993
1728054221000000000,52.3577496,4.8741949
1728054222000000000,52.3577316,4.874189
1728054223000000000,52.3577208,4.8741874
1728054224000000000,52.357717,4.8741843
1728054225000000000,52.3577164,4.8741824
1728054226000000000,52.3577158,4.8741798
1728054227000000000,52.357715,4.8741782
1728054228000000000,52.3577137,4.8741768
1728054229000000000,52.357712,4.8741751
1728054230000000000,52.3577105,4.8741737
1728054231000000000,52.3577089,4.8741725
1728054232000000000,52.3577079,4.8741713
1728054233000000000,52.3577068,4.87417
1728054234000000000,52.3577054,4.8741687
1728054235000000000,52.3577044,4.8741677
1728054236000000000,52.3577035,4.8741668
1728054237000000000,52.3577026,4.8741661
1728054238000000000,52.3577017,4.8741653
1728054239000000000,52.3577007,4.8741652
1728054240000000000,52.3576996,4.8741648
1728054241000000000,52.3576987,4.8741644
1728054242000000000,52.357698,4.8741646
1728054243000000000,52.3576976,4.8741631
1728054244000000000,52.3576916,4.8741662
1728054245000000000,52.3576854,4.8741743
1728054246000000000,52.3576741,4.8741824
1728054247000000000,52.3576597,4.8741893
1728054248000000000,52.3576432,4.8742025
1728054249000000000,52.3576279,4.8742219
1728054250000000000,52.3576086,4.874247
1728054251000000000,52.3575851,4.8742705
1728054252000000000,52.3575587,4.8742925
1728054253000000000,52.3575293,4.8743126
1728054254000000000,52.3574976,4.8743329
1728054255000000000,52.3574667,4.8743555
1728054256000000000,52.3574375,4.8743781
1728054257000000000,52.3574077,4.8743992
1728054258000000000,52.3573775,4.8744189
1728054259000000000,52.3573467,4.874436
1728054260000000000,52.357316,4.874452
1728054261000000000,52.3572861,4.8744691
1728054262000000000,52.3572571,4.8744829
1728054263000000000,52.3572289,4.87449
1728054264000000000,52.3572029,4.8744947
1728054265000000000,52.3571796,4.8745007
1728054266000000000,52.3571605,4.874512
1728054267000000000,52.3571449,4.8745222
1728054268000000000,52.3571305,4.874527
1728054269000000000,52.3571219,4.8745308
1728054270000000000,52.3571161,4.8745329
1728054271000000000,52.3571114,4.8745351
1728054272000000000,52.3571099,4.8745349
1728054273000000000,52.3571086,4.8745343
1728054274000000000,52.3571015,4.8745373
1728054275000000000,52.3570891,4.8745408
1728054276000000000,52.3570733,4.8745469
1728054277000000000,52.3570561,4.8745565
1728054278000000000,52.3570352,4.8745694
1728054279000000000,52.3570118,4.8745858
1728054280000000000,52.3569876,4.8746059
1728054281000000000,52.3569618,4.874632
1728054282000000000,52.3569354,4.8746638
1728054283000000000,52.3569089,4.8746981
1728054284000000000,52.356883,4.8747284
1728054285000000000,52.3568537,4.8747559
1728054286000000000,52.3568224,4.8747823
1728054287000000000,52.3567892,4.8748078
1728054288000000000,52.3567535,4.8748273
1728054289000000000,52.356719,4.8748484
1728054290000000000,52.3566857,4.8748715
1728054291000000000,52.3566563,4.8748936
1728054292000000000,52.3566316,4.8749206
1728054293000000000,52.3566048,4.8749489
1728054294000000000,52.356579,4.8749709
1728054295000000000,52.3565546,4.874994
1728054296000000000,52.3565362,4.8750308
1728054297000000000,52.3565322,4.8750726
1728054298000000000,52.3565409,4.8751216
1728054299000000000,52.3565588,4.8751753
1728054300000000000,52.3565818,4.8752348
1728054301000000000,52.3565963,4.8752864
1728054302000000000,52.3566128,4.8753413
1728054303000000000,52.3566277,4.8753941
1728054304000000000,52.3566434,4.8754524
1728054305000000000,52.3566554,4.8755087
1728054306000000000,52.3566664,4.875565
1728054307000000000,52.356681,4.8756216
1728054308000000000,52.3566937,4.8756789
1728054309000000000,52.356707,4.8757364
1728054310000000000,52.3567234,4.8757983
1728054311000000000,52.3567363,4.8758576
1728054312000000000,52.3567483,4.875916
1728054313000000000,52.3567606,4.8759719
1728054314000000000,52.356773,4.876025
1728054315000000000,52.3567857,4.8760827
1728054316000000000,52.3568007,4.8761417
1728054317000000000,52.3568161,4.8762007
1728054318000000000,52.3568335,4.8762568
1728054319000000000,52.3568485,4.8763145
1728054320000000000,52.3568661,4.8763776
1728054321000000000,52.3568818,4.8764375
1728054322000000000,52.3568985,4.8764972
1728054323000000000,52.3569125,4.8765578
1728054324000000000,52.3569237,4.8766213
1728054325000000000,52.3569383,4.8766858
1728054326000000000,52.3569537,4.8767487
1728054327000000000,52.3569695,4.876811
1728054328000000000,52.3569826,4.8768753
1728054329000000000,52.3569958,4.8769391
1728054330000000000,52.3570093,4.8770021
1728054331000000000,52.3570243,4.8770647
1728054332000000000,52.357042,4.8771263
1728054333000000000,52.3570564,4.8771879
1728054334000000000,52.357073,4.8772492
1728054335000000000,52.3570896,4.8773077
1728054336000000000,52.3571073,4.8773682
1728054337000000000,52.3571253,4.8774269
1728054338000000000,52.35714,4.8774862
1728054339000000000,52.3571547,4.8775473
1728054340000000000,52.3571619,4.877606
1728054341000000000,52.3571741,4.8776609
1728054342000000000,52.3571914,4.8777171
1728054343000000000,52.3572059,4.8777725
1728054344000000000,52.3572176,4.8778274
1728054345000000000,52.3572286,4.8778805
1728054346000000000,52.3572371,4.8779307
1728054347000000000,52.3572466,4.8779745
1728054348000000000,52.3572625,4.8779985
1728054349000000000,52.3572793,4.8779967
1728054350000000000,52.3572828,4.8779692
1728054351000000000,52.3572727,4.8779336
1728054352000000000,52.3572567,4.8779039
1728054353000000000,52.3572438,4.8778649
1728054354000000000,52.3572301,4.8778176
1728054355000000000,52.3572139,4.8777664
1728054356000000000,52.357194,4.8777153
1728054357000000000,52.3571767,4.8776652
1728054358000000000,52.3571617,4.8776134
1728054359000000000,52.357147,4.8775584
1728054360000000000,52.3571308,4.8775028
1728054361000000000,52.3571153,4.8774502
1728054362000000000,52.3570993,4.8773983
1728054363000000000,52.3570793,4.8773527
1728054364000000000,52.3570548,4.8773116
1728054365000000000,52.357025,4.8772865
1728054366000000000,52.3569912,4.8772812
1728054367000000000,52.3569568,4.8772941
1728054368000000000,52.3569235,4.8773154
1728054369000000000,52.3568895,4.8773405
1728054370000000000,52.3568538,4.8773642
1728054371000000000,52.3568174,4.8773846
1728054372000000000,52.3567819,4.8774032
1728054373000000000,52.3567443,4.8774228
1728054374000000000,52.3567107,4.8774479
1728054375000000000,52.3566757,4.8774713
1728054376000000000,52.3566403,4.8774944
1728054377000000000,52.3566051,4.8775154
1728054378000000000,52.3565694,4.8775371
1728054379000000000,52.3565343,4.8775596
1728054380000000000,52.3565,4.8775831
1728054381000000000,52.356464,4.8776027
1728054382000000000,52.3564293,4.8776232
1728054383000000000,52.3563987,4.8776431
1728054384000000000,52.3563724,4.8776686
1728054385000000000,52.3563431,4.8776991
1728054386000000000,52.3563287,4.8777503
1728054387000000000,52.35633,4.8778087
1728054388000000000,52.3563417,4.877869
1728054389000000000,52.3563554,4.8779255
1728054390000000000,52.3563721,4.8779857
1728054391000000000,52.3563893,4.8780462
1728054392000000000,52.3564072,4.8781068
1728054393000000000,52.3564225,4.8781666
1728054394000000000,52.3564414,4.8782236
1728054395000000000,52.3564604,4.8782794
1728054396000000000,52.3564771,4.8783354
1728054397000000000,52.3564921,4.8783938
1728054398000000000,52.3565054,4.8784529
1728054399000000000,52.3565181,4.8785119
1728054400000000000,52.3565301,4.8785725
1728054401000000000,52.3565445,4.8786319
1728054402000000000,52.3565604,4.8786863
1728054403000000000,52.3565774,4.8787373
1728054404000000000,52.3566027,4.8787739
1728054405000000000,52.3566348,4.8787894
1728054406000000000,52.3566685,4.8787869
1728054407000000000,52.3567003,4.8787694
1728054408000000000,52.3567316,4.8787498
1728054409000000000,52.3567629,4.8787303
1728054410000000000,52.3567947,4.8787057
1728054411000000000,52.3568284,4.8786821
1728054412000000000,52.3568643,4.8786573
1728054413000000000,52.3568998,4.8786283
1728054414000000000,52.3569312,4.8785943
1728054415000000000,52.3569599,4.8785572
1728054416000000000,52.3569835,4.8785106
1728054417000000000,52.357002,4.8784577
1728054418000000000,52.357021,4.8784066
1728054419000000000,52.3570418,4.8783532
1728054420000000000,52.357062,4.8783033
1728054421000000000,52.3570829,4.8782566
1728054422000000000,52.3571084,4.8782166
1728054423000000000,52.3571372,4.8781823
1728054424000000000,52.3571671,4.8781497
1728054425000000000,52.3571968,4.8781166
1728054426000000000,52.3572254,4.8780851
1728054427000000000,52.3572579,4.8780628
1728054428000000000,52.3572911,4.8780464
1728054429000000000,52.3573255,4.8780368
1728054430000000000,52.3573574,4.8780351
1728054431000000000,52.3573915,4.8780421
1728054432000000000,52.3574226,4.8780509
1728054433000000000,52.357459,4.8780587
1728054434000000000,52.3574953,4.8780597
1728054435000000000,52.3575276,4.8780549
1728054436000000000,52.3575645,4.8780487
1728054437000000000,52.3576006,4.878043
1728054438000000000,52.3576309,4.8780326
1728054439000000000,52.3576636,4.8780209
1728054440000000000,52.357696,4.8780034
1728054441000000000,52.3577295,4.877988
1728054442000000000,52.3577573,4.8779658
1728054443000000000,52.3577828,4.8779447
1728054444000000000,52.3578033,4.8779269
1728054445000000000,52.357814,4.87791
1728054446000000000,52.3578173,4.8779014
1728054447000000000,52.3578176,4.877898
1728054448000000000,52.3578163,4.8778961
1728054449000000000,52.3578167,4.8778944
1728054450000000000,52.3578156,4.877892
1728054451000000000,52.3578143,4.8778897
1728054452000000000,52.3578136,4.8778875
1728054453000000000,52.3578136,4.8778857
1728054454000000000,52.3578148,4.8778849
1728054455000000000,52.3578152,4.8778836
1728054456000000000,52.357815,4.8778818
1728054457000000000,52.357817,4.8778796
1728054458000000000,52.3578212,4.8778741
1728054459000000000,52.3578266,4.8778692
1728054460000000000,52.3578309,4.8778658
1728054461000000000,52.3578324,4.8778654
1728054462000000000,52.3578344,4.8778646
1728054463000000000,52.3578373,4.8778634
1728054464000000000,52.3578481,4.8778542
1728054465000000000,52.3578633,4.8778436
1728054466000000000,52.3578766,4.8778365
1728054467000000000,52.3578853,4.8778341
1728054468000000000,52.3578917,4.8778305
1728054469000000000,52.357898,4.8778261
1728054470000000000,52.3579013,4.877826
1728054471000000000,52.3579019,4.877827
1728054472000000000,52.3579029,4.8778278
1728054473000000000,52.3579079,4.877823
1728054474000000000,52.3579143,4.8778077
1728054475000000000,52.3579187,4.8777806
1728054476000000000,52.3579182,4.877744
1728054477000000000,52.3579128,4.8777049
1728054478000000000,52.3579024,4.8776633
1728054479000000000,52.3578919,4.8776192
1728054480000000000,52.357879,4.8775693
1728054481000000000,52.3578639,4.8775134
1728054482000000000,52.3578518,4.8774562
1728054483000000000,52.357843,4.8774004
1728054484000000000,52.3578292,4.8773431
1728054485000000000,52.3578118,4.8772806
1728054486000000000,52.3577934,4.8772172
1728054487000000000,52.3577753,4.8771539
1728054488000000000,52.3577582,4.8770903
1728054489000000000,52.3577429,4.8770299
1728054490000000000,52.3577254,4.8769664
1728054491000000000,52.3577093,4.8769048
1728054492000000000,52.3576934,4.8768429
1728054493000000000,52.3576787,4.8767822
1728054494000000000,52.3576635,4.8767188
1728054495000000000,52.3576438,4.876656
1728054496000000000,52.3576282,4.8765952
1728054497000000000,52.3576129,4.8765328
1728054498000000000,52.3575931,4.8764691
1728054499000000000,52.3575749,4.8764077
1728054500000000000,52.3575557,4.8763452
1728054501000000000,52.3575408,4.8762832
1728054502000000000,52.3575271,4.8762217
1728054503000000000,52.3575129,4.8761647
1728054504000000000,52.3575064,4.8761066
1728054505000000000,52.3574942,4.8760495
1728054506000000000,52.3574786,4.8759925
1728054507000000000,52.3574652,4.8759377
1728054508000000000,52.3574524,4.8758832
1728054509000000000,52.3574435,4.8758386
1728054510000000000,52.3574326,4.8757986
1728054511000000000,52.3574179,4.8757502
1728054512000000000,52.3573986,4.8756898
1728054513000000000,52.35738,4.8756256
1728054514000000000,52.3573671,4.8755561
1728054515000000000,52.3573359,4.8754793
1728054516000000000,52.3573199,4.8754109
1728054517000000000,52.3573045,4.8753487
1728054518000000000,52.3572886,4.8752869
1728054519000000000,52.3572761,4.8752226
1728054520000000000,52.35725,4.8751526
1728054521000000000,52.3572393,4.8750924
1728054522000000000,52.3572262,4.8750306
1728054523000000000,52.357213,4.8749652
1728054524000000000,52.357191,4.8748974
1728054525000000000,52.3571748,4.8748342
1728054526000000000,52.3571634,4.8747739
1728054527000000000,52.3571514,4.8747116
1728054528000000000,52.3571349,4.874649
1728054529000000000,52.3571158,4.8745848
1728054530000000000,52.3570967,4.8745192
1728054531000000000,52.3570787,4.8744537
1728054532000000000,52.3570588,4.8743911
1728054533000000000,52.3570395,4.8743334
1728054534000000000,52.3570213,4.8742776
1728054535000000000,52.3570023,4.8742209
1728054536000000000,52.356987,4.8741624
1728054537000000000,52.3569706,4.8741022
1728054538000000000,52.3569544,4.8740395
1728054539000000000,52.3569362,4.8739739
1728054540000000000,52.3569185,4.8739116
1728054541000000000,52.3568982,4.8738472
1728054542000000000,52.356883,4.8737833
